codi,LST_zone,SOS,POS,EOS,GSL
0065704AR,1,95.13756878439219,131.41570785392693,347.97398699349674,252.83641820910455
0065709AR,1,72.9264632316158,220.6303151575788,277.26863431715856,204.34217108554276
0065730AR,1,71.26063031515757,166.95347673836918,269.49474737368683,198.23411705852925
0065743AR,1,60.155077538769376,126.78839419709853,288.744372186093,228.58929464732364
0065745AR,1,61.63581790895447,131.78589294647324,288.744372186093,227.10855427713855
0065753AR,1,79.58979489744871,196.75337668834413,331.3156578289144,251.7258629314657
0065773AR,1,68.11405702851425,215.26263131565779,305.032516258129,236.91845922961477
0065775AR,1,66.07803901950975,159.73486743371686,311.14057028514253,245.0625312656328
0065776AR,1,66.07803901950975,167.87893946973486,305.95797898949473,239.879939969985
0065794AR,1,67.37368684342171,139.55977988994496,327.6138069034517,260.24012006003
0065805AR,1,58.30415207603801,148.44422211105552,370.0,311.695847923962
0065807AR,1,74.9624812406203,143.44672336168082,316.3231615807904,241.36068034017006
0065810AR,1,62.191095547773884,146.408204102051,282.6363181590795,220.4452226113056
0065816AR,1,66.07803901950975,137.1535767883942,280.4152076038019,214.33716858429216
0065820AR,1,59.599799899949964,163.80690345172584,311.8809404702351,252.28114057028512
0065823AR,1,75.70285142571285,183.05652826413206,278.0090045022511,202.30615307653827
0065845AR,1,68.11405702851425,164.5472736368184,291.5207603801901,223.40670335167584
0065855AR,1,67.18859429714857,145.48274137068535,302.256128064032,235.06753376688343
0065916AR,1,73.48174087043522,178.79939969984991,305.40270135067533,231.92096048024013
0065951AR,1,39.424712356178084,158.80940470235117,309.4747373686843,270.05002501250624
0065960AR,1,69.22461230615308,157.14357178589293,294.2971485742871,225.07253626813406
0065968AR,1,59.969984992496244,156.9584792396198,279.8599299649825,219.88994497248623
0065973AR,1,90.88044022011005,126.41820910455226,370.0,279.11955977989
0065977AR,1,53.676838419209595,137.7088544272136,319.83991995997997,266.16308154077035
0065992AR,1,73.48174087043522,164.91745872936468,322.24612306153074,248.76438219109554
0066019AR,1,56.083041520760375,156.58829414707353,291.5207603801901,235.4377188594297
0066027AR,1,68.8544272136068,180.46523261630816,299.10955477738867,230.25512756378185
0066028AR,1,73.48174087043522,170.6553276638319,302.8114057028514,229.3296648324162
0066032AR,1,67.55877938969483,176.208104052026,291.33566783391694,223.7768884442221
0066035AR,1,71.81590795397699,203.6018009004502,285.59779889944974,213.78189094547275
0066044AR,1,70.70535267633817,183.05652826413206,284.1170585292646,213.41170585292645
0066050AR,1,67.74387193596799,162.5112556278139,300.7753876938469,233.03151575787888
0066054AR,1,66.63331665832916,145.2976488244122,289.1145572786393,222.48124062031016
0066055AR,1,96.43321660830415,177.50375187593795,339.64482241120555,243.2116058029014
0066070AR,1,62.376188094047016,224.8874437218609,319.28464232116056,256.90845422711357
0066073AR,1,43.12656328164081,203.0465232616308,296.88844422211105,253.76188094047023
0066080AR,1,54.78739369684842,176.94847423711855,268.93946973486743,214.152076038019
0066086AR,1,71.07553776888443,175.28264132066033,281.5257628814407,210.45022511255627
0066089AR,1,66.63331665832916,137.7088544272136,260.42521260630315,193.79189594797398
0066092AR,1,70.52026013006503,168.61930965482742,304.66233116558277,234.14207103551774
0066099AR,1,48.86443221610805,142.70635317658827,307.62381190595295,258.7593796898449
0066103AR,1,52.75137568784392,174.1720860430215,293.0015007503752,240.2501250625313
0066105AR,1,59.78489244622311,187.3136568284142,289.4847423711856,229.69984992496245
0066124AR,1,57.74887443721861,147.51875937968984,300.5902951475738,242.84142071035518
0066131AR,1,94.58229114557277,180.46523261630816,337.42371185592793,242.84142071035518
0066140AR,1,69.77988994497248,135.11755877938967,285.96798399199594,216.18809404702347
0066144AR,1,47.19859929964982,170.47023511755876,327.0585292646323,279.8599299649825
0066145AR,1,53.30665332666333,215.26263131565779,299.10955477738867,245.80290145072533
0066161AR,1,88.84442221110554,233.77188594297147,340.7553776888444,251.91095547773887
0066173AR,1,65.70785392696347,172.87643821910956,293.1865932966483,227.47873936968483
0066178AR,1,65.15257628814408,168.24912456228114,297.44372186093045,232.29114557278638
0066181AR,1,39.60980490245122,251.35567783891946,307.62381190595295,268.0140070035017
0066194AR,1,67.55877938969483,153.62681340670335,297.8139069534767,230.25512756378185
0066195AR,1,70.52026013006503,151.9609804902451,291.7058529264632,221.18559279639817
0066204AR,1,69.77988994497248,162.32616308154076,303.9219609804902,234.14207103551774
0066221AR,1,56.26813406703351,136.41320660330166,268.93946973486743,212.67133566783392
0066224AR,1,73.11155577788894,192.49624812406202,291.7058529264632,218.59429714857424
0073926AR,1,61.2656328164082,99.20960480240119,345.1975987993997,283.9319659829915
0073930AR,1,40.5352676338169,147.3336668334167,291.89094547273635,251.35567783891946
0073958AR,1,63.85692846423211,151.9609804902451,331.8709354677339,268.0140070035018
0073992AR,1,51.0855427713857,119.75487743871935,298.18409204602295,247.09854927463726
0073998AR,1,62.561280640320156,151.77588794397198,335.57278639319657,273.0115057528764
0074009AR,1,52.566283141570786,129.37968984492244,316.5082541270635,263.9419709854927
0074010AR,1,34.05702851425713,219.14957478739368,267.08854427213606,233.03151575787894
0074011AR,1,65.52276138069034,92.91645822911455,370.0,304.4772386193097
0074066AR,1,52.011005502751374,143.8169084542271,324.4672336168084,272.456228114057
0074134AR,1,57.1935967983992,139.00450225112556,357.96898449224614,300.77538769384694
0074140AR,1,57.563781890945464,120.31015507753875,299.10955477738867,241.54577288644322
0074163AR,1,52.011005502751374,120.68034017008503,364.26213106553274,312.25112556278134
0074214AR,1,58.489244622311155,110.68534267133566,295.5927963981991,237.10355177588792
0074226AR,1,29.059529764882438,105.3176588294147,370.0,340.9404702351176
0074261AR,1,23.876938469234616,161.03051525762882,304.2921460730365,280.4152076038019
0074358AR,1,66.26313156578288,130.86043021510756,346.6783391695848,280.4152076038019
0074372AR,1,96.06303151575786,230.07003501750873,370.0,273.93696848424213
0074397AR,1,96.06303151575786,142.15107553776886,358.52426213106554,262.46123061530767
0074402AR,1,93.84192096048024,165.28764382191093,360.1900950475237,266.34817408704345
0074411AR,1,78.29414707353676,186.38819409704854,279.67483741870933,201.38069034517258
0074434AR,1,63.3016508254127,135.48774387193598,370.0,306.6983491745873
0074445AR,1,68.11405702851425,209.33966983491743,364.4472236118059,296.33316658329164
0074451AR,1,72.18609304652325,154.3671835917959,370.0,297.81390695347676
0074461AR,1,57.1935967983992,150.11005502751374,317.61880940470235,260.42521260630315
0074465AR,1,64.41220610305153,129.5647823911956,340.9404702351175,276.528264132066
0074475AR,1,92.91645822911455,141.41070535267633,304.2921460730365,211.37568784392198
0074476AR,1,70.33516758379189,157.5137568784392,370.0,299.6648324162081
0074528AR,1,89.5847923961981,144.18709354677338,370.0,280.4152076038019
0074540AR,1,76.62831415707853,139.00450225112556,370.0,293.37168584292147
0074541AR,1,82.18109054527262,155.4777388694347,370.0,287.81890945472736
0075733AR,1,69.22461230615308,157.14357178589293,331.6858429214607,262.4612306153076
0075874AR,1,68.66933466733366,177.68884442221108,325.39269634817407,256.7233616808404
0076185AR,1,72.55627813906953,146.59329664832416,306.51325662831414,233.9569784892446
0076194AR,1,72.55627813906953,224.14707353676837,329.83491745872936,257.2786393196598
0076205AR,1,76.25812906453226,177.68884442221108,345.9379689844922,269.67983991995993
0076247AR,1,67.00350175087543,130.49024512256128,370.0,302.99649824912456
0076260AR,1,66.81840920460229,254.6873436718359,332.6113056528264,265.7928964482241
0076446AR,1,75.70285142571285,154.552276138069,331.8709354677339,256.16808404202106
0076818AR,1,68.66933466733366,154.3671835917959,345.7528764382191,277.08354177088546
0077249AR,1,63.3016508254127,135.6728364182091,370.0,306.6983491745873
0077282AR,1,65.3376688344172,136.7833916958479,318.91445722861425,253.57678839419705
0077289AR,1,67.92896448224111,145.8529264632316,314.65732866433217,246.72836418209107
0077479AR,1,88.84442221110554,145.66783391695847,363.8919459729865,275.04752376188094
0077732AR,1,64.7823911955978,144.3721860930465,349.08454227113555,284.3021510755377
0077751AR,1,79.40470235117559,181.7608804402201,346.12306153076537,266.7183591795898
0077756AR,1,62.191095547773884,154.552276138069,367.4087043521761,305.2176088044022
0077929AR,1,67.92896448224111,165.6578289144572,325.7628814407203,257.8339169584792
0077959AR,1,66.63331665832916,139.55977988994496,327.983991995998,261.3506753376688
0078105AR,1,88.28914457228613,161.95597798899448,315.2126063031516,226.92346173086543
0078136AR,1,74.03701850925462,259.6848424212106,337.79389694847424,263.75687843921963
0078197AR,1,57.37868934467233,239.69484742371185,335.01750875437716,277.6388194097048
0078285AR,1,61.08054027013507,163.80690345172584,351.12056028014007,290.040020010005
0078611AR,1,72.74137068534267,175.46773386693346,333.90695347673835,261.16558279139565
0078708AR,1,70.70535267633817,229.69984992496245,331.8709354677339,261.1655827913957
0081744AR,4,74.9624812406203,186.38819409704854,343.7168584292146,268.7543771885943
0081746AR,4,72.18609304652325,144.3721860930465,352.2311155577789,280.04502251125564
0081756AR,4,65.70785392696347,145.66783391695847,344.08704352176085,278.37918959479737
0081766AR,4,44.60730365182591,157.69884942471234,297.2586293146573,252.6513256628314
0081768AR,4,75.70285142571285,178.42921460730363,343.53176588294144,267.8289144572286
0081771AR,4,70.15007503751875,166.21310655327665,360.9304652326163,290.78039019509754
